country,time_id,year,quarter,npl_ratio,euribor_3m,gdp_growth,unemployment,inflation_yoy
AT,8085,2021,1,2.08460790714203,-0.5424666666666668,6.813671237334407,6.2,1.5
AT,8086,2021,2,2.08460790714203,-0.5404,6.813671237334407,6.2,2.5666666666666664
AT,8087,2021,3,2.08460790714203,-0.5458,6.813671237334407,6.2,3.1
AT,8088,2021,4,2.08460790714203,-0.5663999999999999,6.813671237334407,6.2,3.9
AT,8089,2022,1,1.99024379279404,-0.529,10.622194749107216,4.8,5.533333333333334
AT,8090,2022,2,1.99024379279404,-0.3576,10.622194749107216,4.8,7.833333333333333
AT,8091,2022,3,1.99024379279404,0.4807333333333333,10.622194749107216,4.8,9.9
AT,8092,2022,4,1.99024379279404,1.7721333333333331,10.622194749107216,4.8,11.1
AT,8093,2023,1,2.47568341459395,2.631933333333333,6.332057796950075,5.1,10.6
AT,8094,2023,2,2.47568341459395,3.3564333333333334,6.332057796950075,5.1,8.633333333333333
AT,8095,2023,3,2.47568341459395,3.777366666666667,6.332057796950075,5.1,6.766666666666667
AT,8096,2023,4,2.47568341459395,3.957433333333333,6.332057796950075,5.1,5.166666666666667
AT,8097,2024,1,2.47568341459395,3.9236333333333335,3.4007870418997888,5.2,4.133333333333333
AT,8098,2024,2,2.47568341459395,3.8082,3.4007870418997888,5.2,3.266666666666667
AT,8099,2024,3,2.47568341459395,3.5553666666666666,3.4007870418997888,5.2,2.3666666666666667
AT,8100,2024,4,2.47568341459395,2.9965,3.4007870418997888,5.2,1.9333333333333331
BE,8025,2006,1,1.28016415707089,2.6115666666666666,4.874860339520115,8.4,2.566666666666667
BE,8026,2006,2,1.28016415707089,2.8895,4.874860339520115,8.4,2.6
BE,8027,2006,3,1.28016415707089,3.2213666666666665,4.874860339520115,8.4,2.2
BE,8028,2006,4,1.28016415707089,3.594466666666667,4.874860339520115,8.4,1.9333333333333336
BE,8029,2007,1,1.16267286868485,3.8203333333333336,5.679629342014425,7.6,1.7666666666666666
BE,8030,2007,2,1.16267286868485,4.0648333333333335,5.679629342014425,7.6,1.4666666666666668
BE,8031,2007,3,1.16267286868485,4.5005,5.679629342014425,7.6,1.2666666666666666
BE,8032,2007,4,1.16267286868485,4.724766666666667,5.679629342014425,7.6,2.733333333333333
BE,8033,2008,1,1.66567893097526,4.48,2.364305339432704,7.1,3.8333333333333335
BE,8034,2008,2,1.66567893097526,4.8604666666666665,2.364305339432704,7.1,5.0
BE,8035,2008,3,1.66567893097526,4.9818,2.364305339432704,7.1,5.6000000000000005
BE,8036,2008,4,1.66567893097526,4.214666666666667,2.364305339432704,7.1,3.5666666666666664
BE,8037,2009,1,3.11494720432571,2.0117,-1.1395248407147007,8.0,1.5333333333333332
BE,8038,2009,2,3.11494720432571,1.310633333333333,-1.1395248407147007,8.0,-0.2
BE,8039,2009,3,3.11494720432571,0.8692000000000001,-1.1395248407147007,8.0,-1.1333333333333333
BE,8040,2009,4,3.11494720432571,0.7219000000000001,-1.1395248407147007,8.0,-0.2
BE,8041,2010,1,2.83293355859471,0.6621666666666667,4.459575383431469,8.4,1.1666666666666667
BE,8042,2010,2,2.83293355859471,0.6862666666666667,4.459575383431469,8.4,2.4
BE,8043,2010,3,2.83293355859471,0.8749333333333333,4.459575383431469,8.4,2.5666666666666664
BE,8044,2010,4,2.83293355859471,1.0204666666666666,4.459575383431469,8.4,3.1666666666666665
BE,8045,2011,1,3.34867691886338,1.0931333333333333,4.267948895833751,7.2,3.4333333333333336
BE,8046,2011,2,3.34867691886338,1.4116333333333333,4.267948895833751,7.2,3.1
BE,8047,2011,3,3.34867691886338,1.5620666666666665,4.267948895833751,7.2,3.533333333333333
BE,8048,2011,4,3.34867691886338,1.4955666666666667,4.267948895833751,7.2,3.3000000000000003
BE,8049,2012,1,3.79788657163647,1.043,2.4263000949978464,7.6,3.266666666666667
BE,8050,2012,2,3.79788657163647,0.6960333333333333,2.4263000949978464,7.6,2.566666666666667
BE,8051,2012,3,3.79788657163647,0.3585666666666666,2.4263000949978464,7.6,2.4
BE,8052,2012,4,3.79788657163647,0.1951333333333333,2.4263000949978464,7.6,2.333333333333333
BE,8053,2013,1,4.318537467084,0.2114666666666666,1.7222992826889216,8.6,1.4666666666666668
BE,8054,2013,2,4.318537467084,0.2067999999999999,1.7222992826889216,8.6,1.3333333333333333
BE,8055,2013,3,4.318537467084,0.2235,1.7222992826889216,8.6,1.2333333333333334
BE,8056,2013,4,4.318537467084,0.2409,1.7222992826889216,8.6,0.9333333333333332
BE,8057,2014,1,4.24739060198863,0.2951333333333333,2.6207736477180443,8.7,0.9
BE,8058,2014,2,4.24739060198863,0.2985666666666666,2.6207736477180443,8.7,0.7000000000000001
BE,8059,2014,3,4.24739060198863,0.1645666666666666,2.6207736477180443,8.7,0.3666666666666667
BE,8060,2014,4,4.24739060198863,0.0814666666666666,2.6207736477180443,8.7,0.0
BE,8061,2015,1,3.85093164747182,0.0460333333333333,2.612540599859292,8.7,-0.3666666666666667
BE,8062,2015,2,3.85093164747182,-0.0065333333333333,2.612540599859292,8.7,0.7000000000000001
BE,8063,2015,3,3.85093164747182,-0.0278,2.612540599859292,8.7,0.8666666666666667
BE,8064,2015,4,3.85093164747182,-0.0891666666666666,2.612540599859292,8.7,1.3666666666666665
BE,8065,2016,1,3.48452664274546,-0.1860666666666666,3.111412193349339,7.9,1.5
BE,8066,2016,2,3.48452664274546,-0.2581,3.111412193349339,7.9,1.6333333333333335
BE,8067,2016,3,3.48452664274546,-0.2981,3.111412193349339,7.9,1.9333333333333331
BE,8068,2016,4,3.48452664274546,-0.3125,3.111412193349339,7.9,1.9333333333333331
BE,8069,2017,1,2.96174954064201,-0.3278,3.4868721542447467,7.2,2.966666666666667
BE,8070,2017,2,2.96174954064201,-0.3299666666666667,3.4868721542447467,7.2,2.033333333333333
BE,8071,2017,3,2.96174954064201,-0.3296333333333334,3.4868721542447467,7.2,1.9333333333333331
BE,8072,2017,4,2.96174954064201,-0.3288,3.4868721542447467,7.2,2.0
BE,8073,2018,1,2.26826570545996,-0.3283,3.62750086151058,6.0,1.6
BE,8074,2018,2,2.26826570545996,-0.3252333333333333,3.62750086151058,6.0,2.1666666666666665
BE,8075,2018,3,2.26826570545996,-0.3194999999999999,3.62750086151058,6.0,2.7
BE,8076,2018,4,2.26826570545996,-0.3153333333333333,3.62750086151058,6.0,2.766666666666667
BE,8077,2019,1,2.08706915566812,-0.3085333333333333,4.34242787357686,5.5,2.0
BE,8078,2019,2,2.08706915566812,-0.3171,4.34242787357686,5.5,1.6666666666666667
BE,8079,2019,3,2.08706915566812,-0.3967333333333333,4.34242787357686,5.5,0.9
BE,8080,2019,4,2.08706915566812,-0.4029666666666666,4.34242787357686,5.5,0.5
BE,8081,2020,1,2.06995809018823,-0.4055333333333333,-3.2733688480156897,5.8,0.9333333333333332
BE,8082,2020,2,2.06995809018823,-0.3007,-3.2733688480156897,5.8,0.0
BE,8083,2020,3,2.06995809018823,-0.4717333333333333,-3.2733688480156897,5.8,0.4333333333333333
BE,8084,2020,4,2.06995809018823,-0.5227,-3.2733688480156897,5.8,0.3333333333333333
BE,8085,2021,1,2.03126042204704,-0.5424666666666668,9.120478256753795,6.3,0.8333333333333334
BE,8086,2021,2,2.03126042204704,-0.5404,9.120478256753795,6.3,2.4
BE,8087,2021,3,2.03126042204704,-0.5458,9.120478256753795,6.3,3.3000000000000003
BE,8088,2021,4,2.03126042204704,-0.5663999999999999,9.120478256753795,6.3,6.366666666666667
BE,8089,2022,1,1.83865174031702,-0.529,10.920305457672708,5.6,9.1
BE,8090,2022,2,1.83865174031702,-0.3576,10.920305457672708,5.6,9.9
BE,8091,2022,3,1.83865174031702,0.4807333333333333,10.920305457672708,5.6,11.0
BE,8092,2022,4,1.83865174031702,1.7721333333333331,10.920305457672708,5.6,11.266666666666666
BE,8093,2023,1,1.82074761185815,2.631933333333333,7.3163253544259454,5.5,5.900000000000001
BE,8094,2023,2,1.82074761185815,3.3564333333333334,7.3163253544259454,5.5,2.533333333333333
BE,8095,2023,3,1.82074761185815,3.777366666666667,7.3163253544259454,5.5,1.6
BE,8096,2023,4,1.82074761185815,3.957433333333333,7.3163253544259454,5.5,-0.6666666666666666
BE,8097,2024,1,1.82074761185815,3.9236333333333335,2.970817410977156,5.7,2.966666666666667
BE,8098,2024,2,1.82074761185815,3.8082,2.970817410977156,5.7,5.066666666666667
BE,8099,2024,3,1.82074761185815,3.5553666666666666,2.970817410977156,5.7,4.666666666666667
BE,8100,2024,4,1.82074761185815,2.9965,2.970817410977156,5.7,4.566666666666666
CY,8033,2008,1,3.59414947955595,4.48,8.063887142416991,3.7,4.4
CY,8034,2008,2,3.59414947955595,4.8604666666666665,8.063887142416991,3.7,4.7
CY,8035,2008,3,3.59414947955595,4.9818,8.063887142416991,3.7,5.133333333333333
CY,8036,2008,4,3.59414947955595,4.214666666666667,8.063887142416991,3.7,3.233333333333333
CY,8037,2009,1,4.50936302926019,2.0117,-1.7574859780931096,5.4,0.7999999999999999
CY,8038,2009,2,4.50936302926019,1.310633333333333,-1.7574859780931096,5.4,0.3999999999999999
CY,8039,2009,3,4.50936302926019,0.8692000000000001,-1.7574859780931096,5.4,-0.9666666666666668
CY,8040,2009,4,4.50936302926019,0.7219000000000001,-1.7574859780931096,5.4,0.5
CY,8041,2010,1,5.82172259923197,0.6621666666666667,4.207020446629128,6.3,2.5
CY,8042,2010,2,5.82172259923197,0.6862666666666667,4.207020446629128,6.3,2.1333333333333333
CY,8043,2010,3,5.82172259923197,0.8749333333333333,4.207020446629128,6.3,3.233333333333333
CY,8044,2010,4,5.82172259923197,1.0204666666666666,4.207020446629128,6.3,2.2666666666666666
CY,8045,2011,1,9.98623419964975,1.0931333333333333,2.039706841277966,7.9,3.1
CY,8046,2011,2,9.98623419964975,1.4116333333333333,2.039706841277966,7.9,4.033333333333333
CY,8047,2011,3,9.98623419964975,1.5620666666666665,2.039706841277966,7.9,2.9333333333333336
CY,8048,2011,4,9.98623419964975,1.4955666666666667,2.039706841277966,7.9,3.8333333333333335
CY,8049,2012,1,18.3749456234796,1.043,-1.8265109214989688,11.9,3.233333333333333
CY,8050,2012,2,18.3749456234796,0.6960333333333333,-1.8265109214989688,11.9,3.3666666666666667
CY,8051,2012,3,18.3749456234796,0.3585666666666666,-1.8265109214989688,11.9,3.966666666666667
CY,8052,2012,4,18.3749456234796,0.1951333333333333,-1.8265109214989688,11.9,1.8
CY,8053,2013,1,38.5570399026523,0.2114666666666666,-7.463413107830219,15.9,1.7
CY,8054,2013,2,38.5570399026523,0.2067999999999999,-7.463413107830219,15.9,0.3333333333333333
CY,8055,2013,3,38.5570399026523,0.2235,-7.463413107830219,15.9,0.3666666666666667
CY,8056,2013,4,38.5570399026523,0.2409,-7.463413107830219,15.9,-0.8666666666666667
CY,8057,2014,1,44.972072758843,0.2951333333333333,-3.090571967838762,16.1,-1.2666666666666668
CY,8058,2014,2,44.972072758843,0.2985666666666666,-3.090571967838762,16.1,-0.1666666666666666
CY,8059,2014,3,44.972072758843,0.1645666666666666,-3.090571967838762,16.1,0.5666666666666668
CY,8060,2014,4,44.972072758843,0.0814666666666666,-3.090571967838762,16.1,-0.2333333333333333
CY,8061,2015,1,47.7478457712877,0.0460333333333333,2.638879355709633,15.0,-0.9666666666666668
CY,8062,2015,2,47.7478457712877,-0.0065333333333333,2.638879355709633,15.0,-1.8333333333333333
CY,8063,2015,3,47.7478457712877,-0.0278,2.638879355709633,15.0,-2.0666666666666664
CY,8064,2015,4,47.7478457712877,-0.0891666666666666,2.638879355709633,15.0,-1.3
CY,8065,2016,1,36.6991177413136,-0.1860666666666666,5.96110710175739,13.0,-1.8333333333333333
CY,8066,2016,2,36.6991177413136,-0.2581,5.96110710175739,13.0,-2.0
CY,8067,2016,3,36.6991177413136,-0.2981,5.96110710175739,13.0,-0.4666666666666666
CY,8068,2016,4,36.6991177413136,-0.3125,5.96110710175739,13.0,-0.5666666666666667
CY,8069,2017,1,31.3888946804868,-0.3278,6.8298742703990944,11.1,1.2
CY,8070,2017,2,31.3888946804868,-0.3299666666666667,6.8298742703990944,11.1,1.3
CY,8071,2017,3,31.3888946804868,-0.3296333333333334,6.8298742703990944,11.1,0.1666666666666666
CY,8072,2017,4,31.3888946804868,-0.3288,6.8298742703990944,11.1,0.0666666666666666
CY,8073,2018,1,19.520510219693,-0.3283,7.361744822384719,8.4,-0.7666666666666666
CY,8074,2018,2,19.520510219693,-0.3252333333333333,7.361744822384719,8.4,0.7999999999999999
CY,8075,2018,3,19.520510219693,-0.3194999999999999,7.361744822384719,8.4,1.6
CY,8076,2018,4,19.520510219693,-0.3153333333333333,7.361744822384719,8.4,1.5
CY,8077,2019,1,17.0931036488541,-0.3085333333333333,7.3050043126790865,7.2,1.3333333333333333
CY,8078,2019,2,17.0931036488541,-0.3171,7.3050043126790865,7.2,0.5666666666666667
CY,8079,2019,3,17.0931036488541,-0.3967333333333333,7.3050043126790865,7.2,0.0666666666666666
CY,8080,2019,4,17.0931036488541,-0.4029666666666666,7.3050043126790865,7.2,0.2333333333333333
CY,8081,2020,1,15.0190835443793,-0.4055333333333333,-4.3896268725281296,7.6,0.6
CY,8082,2020,2,15.0190835443793,-0.3007,-4.3896268725281296,7.6,-1.6
CY,8083,2020,3,15.0190835443793,-0.4717333333333333,-4.3896268725281296,7.6,-2.2666666666666666
CY,8084,2020,4,15.0190835443793,-0.5227,-4.3896268725281296,7.6,-1.1
CY,8085,2021,1,8.99828242700788,-0.5424666666666668,14.77743451669018,7.2,-0.4666666666666667
CY,8086,2021,2,8.99828242700788,-0.5404,14.77743451669018,7.2,1.6333333333333335
CY,8087,2021,3,8.99828242700788,-0.5458,14.77743451669018,7.2,3.2
CY,8088,2021,4,8.99828242700788,-0.5663999999999999,14.77743451669018,7.2,4.633333333333334
CY,8089,2022,1,7.65863990451332,-0.529,15.442083279951756,6.3,5.666666666666667
CY,8090,2022,2,7.65863990451332,-0.3576,15.442083279951756,6.3,8.799999999999999
CY,8091,2022,3,7.65863990451332,0.4807333333333333,15.442083279951756,6.3,9.733333333333333
CY,8092,2022,4,7.65863990451332,1.7721333333333331,15.442083279951756,6.3,8.1
CY,8093,2023,1,6.10873133673663,2.631933333333333,9.423924116389038,5.8,6.533333333333334
CY,8094,2023,2,6.10873133673663,3.3564333333333334,9.423924116389038,5.8,3.4333333333333336
CY,8095,2023,3,6.10873133673663,3.777366666666667,9.423924116389038,5.8,3.266666666666667
CY,8096,2023,4,6.10873133673663,3.957433333333333,9.423924116389038,5.8,2.6333333333333333
CY,8097,2024,1,6.10873133673663,3.9236333333333335,7.185790260906866,4.9,1.9333333333333336
CY,8098,2024,2,6.10873133673663,3.8082,7.185790260906866,4.9,2.7
CY,8099,2024,3,6.10873133673663,3.5553666666666666,7.185790260906866,4.9,2.066666666666667
CY,8100,2024,4,6.10873133673663,2.9965,7.185790260906866,4.9,2.3000000000000003
DE,8089,2022,1,1.23497612551348,-0.529,8.33844783480069,3.1,6.066666666666666
DE,8090,2022,2,1.23497612551348,-0.3576,8.33844783480069,3.1,8.233333333333333
DE,8091,2022,3,1.23497612551348,0.4807333333333333,8.33844783480069,3.1,9.4
DE,8092,2022,4,1.23497612551348,1.7721333333333331,8.33844783480069,3.1,10.833333333333334
DE,8093,2023,1,1.53513253215758,2.631933333333333,5.76328711908336,3.1,8.766666666666667
DE,8094,2023,2,1.53513253215758,3.3564333333333334,5.76328711908336,3.1,6.9
DE,8095,2023,3,1.53513253215758,3.777366666666667,5.76328711908336,3.1,5.733333333333333
DE,8096,2023,4,1.53513253215758,3.957433333333333,5.76328711908336,3.1,3.033333333333333
DE,8097,2024,1,1.53513253215758,3.9236333333333335,2.5990031545442216,3.4,2.7
DE,8098,2024,2,1.53513253215758,3.8082,2.5990031545442216,3.4,2.5666666666666664
DE,8099,2024,3,1.53513253215758,3.5553666666666666,2.5990031545442216,3.4,2.1333333333333333
DE,8100,2024,4,1.53513253215758,2.9965,2.5990031545442216,3.4,2.533333333333333
EE,8033,2008,1,1.9446847760978,4.48,1.3215332614728623,5.5,11.333333333333334
EE,8034,2008,2,1.9446847760978,4.8604666666666665,1.3215332614728623,5.5,11.5
EE,8035,2008,3,1.9446847760978,4.9818,1.3215332614728623,5.5,11.033333333333331
EE,8036,2008,4,1.9446847760978,4.214666666666667,1.3215332614728623,5.5,8.700000000000001
EE,8037,2009,1,5.20231138473194,2.0117,-14.961140675808036,13.5,3.7
EE,8038,2009,2,5.20231138473194,1.310633333333333,-14.961140675808036,13.5,0.2333333333333333
EE,8039,2009,3,5.20231138473194,0.8692000000000001,-14.961140675808036,13.5,-0.9333333333333332
EE,8040,2009,4,5.20231138473194,0.7219000000000001,-14.961140675808036,13.5,-2.033333333333333
EE,8041,2010,1,5.37548640616725,0.6621666666666667,4.310831598566134,16.6,0.0333333333333332
EE,8042,2010,2,5.37548640616725,0.6862666666666667,4.310831598566134,16.6,2.9
EE,8043,2010,3,5.37548640616725,0.8749333333333333,4.310831598566134,16.6,3.1
EE,8044,2010,4,5.37548640616725,1.0204666666666666,4.310831598566134,16.6,4.966666666666667
EE,8045,2011,1,4.04580581090276,1.0931333333333333,13.567502409819166,12.3,5.233333333333333
EE,8046,2011,2,4.04580581090276,1.4116333333333333,13.567502409819166,12.3,5.266666666666667
EE,8047,2011,3,4.04580581090276,1.5620666666666665,13.567502409819166,12.3,5.433333333333334
EE,8048,2011,4,4.04580581090276,1.4955666666666667,13.567502409819166,12.3,4.4
EE,8049,2012,1,2.62266859406297,1.043,8.031962995748376,9.9,4.6000000000000005
EE,8050,2012,2,2.62266859406297,0.6960333333333333,8.031962995748376,9.9,4.266666666666667
EE,8051,2012,3,2.62266859406297,0.3585666666666666,8.031962995748376,9.9,4.133333333333333
EE,8052,2012,4,2.62266859406297,0.1951333333333333,8.031962995748376,9.9,3.8666666666666663
EE,8053,2013,1,1.47462231497042,0.2114666666666666,5.952873293760663,8.6,3.8333333333333335
EE,8054,2013,2,1.47462231497042,0.2067999999999999,5.952873293760663,8.6,3.7
EE,8055,2013,3,1.47462231497042,0.2235,5.952873293760663,8.6,3.4
EE,8056,2013,4,1.47462231497042,0.2409,5.952873293760663,8.6,2.1
EE,8057,2014,1,1.38823609881308,0.2951333333333333,6.274255436061682,7.3,1.1333333333333335
EE,8058,2014,2,1.38823609881308,0.2985666666666666,6.274255436061682,7.3,0.5666666666666667
EE,8059,2014,3,1.38823609881308,0.1645666666666666,6.274255436061682,7.3,0.0
EE,8060,2014,4,1.38823609881308,0.0814666666666666,6.274255436061682,7.3,0.1999999999999999
EE,8061,2015,1,2.76894770314042,0.0460333333333333,3.168581498783718,6.4,-0.2333333333333333
EE,8062,2015,2,2.76894770314042,-0.0065333333333333,3.168581498783718,6.4,0.3999999999999999
EE,8063,2015,3,2.76894770314042,-0.0278,3.168581498783718,6.4,0.0
EE,8064,2015,4,2.76894770314042,-0.0891666666666666,3.168581498783718,6.4,0.0999999999999999
EE,8065,2016,1,2.17676369026511,-0.1860666666666666,5.60699980200734,6.8,0.3333333333333333
EE,8066,2016,2,2.17676369026511,-0.2581,5.60699980200734,6.8,0.1333333333333333
EE,8067,2016,3,2.17676369026511,-0.2981,5.60699980200734,6.8,1.2
EE,8068,2016,4,2.17676369026511,-0.3125,5.60699980200734,6.8,1.6
EE,8069,2017,1,2.37887496554021,-0.3278,9.586569176743742,5.8,3.0666666666666664
EE,8070,2017,2,2.37887496554021,-0.3299666666666667,9.586569176743742,5.8,3.4
EE,8071,2017,3,2.37887496554021,-0.3296333333333334,9.586569176743742,5.8,4.0
EE,8072,2017,4,2.37887496554021,-0.3288,9.586569176743742,5.8,4.1000000000000005
EE,8073,2018,1,1.55123999961087,-0.3283,8.728160578250165,5.4,3.233333333333333
EE,8074,2018,2,1.55123999961087,-0.3252333333333333,8.728160578250165,5.4,3.3000000000000003
EE,8075,2018,3,1.55123999961087,-0.3194999999999999,8.728160578250165,5.4,3.4333333333333336
EE,8076,2018,4,1.55123999961087,-0.3153333333333333,8.728160578250165,5.4,3.6666666666666665
EE,8077,2019,1,1.97424852159292,-0.3085333333333333,7.691783979935307,4.5,2.3000000000000003
EE,8078,2019,2,1.97424852159292,-0.3171,7.691783979935307,4.5,2.966666666666667
EE,8079,2019,3,1.97424852159292,-0.3967333333333333,7.691783979935307,4.5,2.1
EE,8080,2019,4,1.97424852159292,-0.4029666666666666,7.691783979935307,4.5,1.6666666666666667
EE,8081,2020,1,1.64284699281484,-0.4055333333333333,-2.1521800670552094,6.9,1.5333333333333332
EE,8082,2020,2,1.64284699281484,-0.3007,-2.1521800670552094,6.9,-1.4333333333333331
EE,8083,2020,3,1.64284699281484,-0.4717333333333333,-2.1521800670552094,6.9,-1.3
EE,8084,2020,4,1.64284699281484,-0.5227,-2.1521800670552094,6.9,-1.2666666666666666
EE,8085,2021,1,1.08679556479312,-0.5424666666666668,12.90061591662961,6.2,0.5666666666666668
EE,8086,2021,2,1.08679556479312,-0.5404,12.90061591662961,6.2,2.833333333333333
EE,8087,2021,3,1.08679556479312,-0.5458,12.90061591662961,6.2,5.433333333333334
EE,8088,2021,4,1.08679556479312,-0.5663999999999999,12.90061591662961,6.2,9.133333333333333
EE,8089,2022,1,0.801295827497159,-0.529,15.41211401916045,5.6,12.466666666666669
EE,8090,2022,2,0.801295827497159,-0.3576,15.41211401916045,5.6,20.4
EE,8091,2022,3,0.801295827497159,0.4807333333333333,15.41211401916045,5.6,24.166666666666668
EE,8092,2022,4,0.801295827497159,1.7721333333333331,15.41211401916045,5.6,20.466666666666665
EE,8093,2023,1,1.08370113079837,2.631933333333333,5.654097567197303,6.4,17.333333333333332
EE,8094,2023,2,1.08370113079837,3.3564333333333334,5.654097567197303,6.4,11.133333333333333
EE,8095,2023,3,1.08370113079837,3.777366666666667,5.654097567197303,6.4,4.8
EE,8096,2023,4,1.08370113079837,3.957433333333333,5.654097567197303,6.4,4.466666666666666
EE,8097,2024,1,1.08370113079837,3.9236333333333335,3.896184486285703,7.6,4.5
