country,time_id,year,quarter,npl_ratio,euribor_3m,gdp_growth,unemployment,inflation_yoy
EE,8098,2024,2,1.08370113079837,3.8082,3.896184486285703,7.6,3.0
EE,8099,2024,3,1.08370113079837,3.5553666666666666,3.896184486285703,7.6,3.3666666666666667
EE,8100,2024,4,1.08370113079837,2.9965,3.896184486285703,7.6,4.133333333333333
ES,8049,2012,1,5.71026349860104,1.043,-3.0622537873471245,24.8,1.9
ES,8050,2012,2,5.71026349860104,0.6960333333333333,-3.0622537873471245,24.8,1.9
ES,8051,2012,3,5.71026349860104,0.3585666666666666,-3.0622537873471245,24.8,2.8000000000000003
ES,8052,2012,4,5.71026349860104,0.1951333333333333,-3.0622537873471245,24.8,3.1666666666666665
ES,8053,2013,1,7.12373619141485,0.2114666666666666,-0.9954013846041,26.1,2.766666666666667
ES,8054,2013,2,7.12373619141485,0.2067999999999999,-0.9954013846041,26.1,1.8333333333333333
ES,8055,2013,3,7.12373619141485,0.2235,-0.9954013846041,26.1,1.3333333333333333
ES,8056,2013,4,7.12373619141485,0.2409,-0.9954013846041,26.1,0.1999999999999999
ES,8057,2014,1,6.38267849950904,0.2951333333333333,1.29644362805319,24.5,0.0666666666666666
ES,8058,2014,2,6.38267849950904,0.2985666666666666,1.29644362805319,24.5,0.1666666666666666
ES,8059,2014,3,6.38267849950904,0.1645666666666666,1.29644362805319,24.5,-0.3999999999999999
ES,8060,2014,4,6.38267849950904,0.0814666666666666,1.29644362805319,24.5,-0.6
ES,8061,2015,1,5.09174595659944,0.0460333333333333,4.6357424666658265,22.1,-1.1666666666666667
ES,8062,2015,2,5.09174595659944,-0.0065333333333333,4.6357424666658265,22.1,-0.3333333333333333
ES,8063,2015,3,5.09174595659944,-0.0278,4.6357424666658265,22.1,-0.5333333333333333
ES,8064,2015,4,5.09174595659944,-0.0891666666666666,4.6357424666658265,22.1,-0.4666666666666667
ES,8065,2016,1,4.71813279786195,-0.1860666666666666,3.298188227155996,19.6,-0.7999999999999999
ES,8066,2016,2,4.71813279786195,-0.2581,3.298188227155996,19.6,-1.0666666666666669
ES,8067,2016,3,4.71813279786195,-0.2981,3.298188227155996,19.6,-0.3333333333333333
ES,8068,2016,4,4.71813279786195,-0.3125,3.298188227155996,19.6,0.7999999999999999
ES,8069,2017,1,4.46120203086986,-0.3278,4.190416993553692,17.2,2.6666666666666665
ES,8070,2017,2,4.46120203086986,-0.3299666666666667,4.190416993553692,17.2,2.066666666666667
ES,8071,2017,3,4.46120203086986,-0.3296333333333334,4.190416993553692,17.2,1.8333333333333333
ES,8072,2017,4,4.46120203086986,-0.3288,4.190416993553692,17.2,1.5666666666666669
ES,8073,2018,1,3.68642493378735,-0.3283,3.6112079752210313,15.3,1.0666666666666669
ES,8074,2018,2,3.68642493378735,-0.3252333333333333,3.6112079752210313,15.3,1.8333333333333333
ES,8075,2018,3,3.68642493378735,-0.3194999999999999,3.6112079752210313,15.3,2.2666666666666666
ES,8076,2018,4,3.68642493378735,-0.3153333333333333,3.6112079752210313,15.3,1.7333333333333332
ES,8077,2019,1,3.15282728174409,-0.3085333333333333,3.417868538187663,14.1,1.1333333333333335
ES,8078,2019,2,3.15282728174409,-0.3171,3.417868538187663,14.1,1.0333333333333334
ES,8079,2019,3,3.15282728174409,-0.3967333333333333,3.417868538187663,14.1,0.3999999999999999
ES,8080,2019,4,3.15282728174409,-0.4029666666666666,3.417868538187663,14.1,0.5
ES,8081,2020,1,2.85122667258747,-0.4055333333333333,-9.930207145193071,15.5,0.7000000000000001
ES,8082,2020,2,2.85122667258747,-0.3007,-9.930207145193071,15.5,-0.6333333333333333
ES,8083,2020,3,2.85122667258747,-0.4717333333333333,-9.930207145193071,15.5,-0.6333333333333333
ES,8084,2020,4,2.85122667258747,-0.5227,-9.930207145193071,15.5,-0.7666666666666666
ES,8085,2021,1,2.91575876060378,-0.5424666666666668,9.410085245135114,14.9,0.5
ES,8086,2021,2,2.91575876060378,-0.5404,9.410085245135114,14.9,2.3000000000000003
ES,8087,2021,3,2.91575876060378,-0.5458,9.410085245135114,14.9,3.4
ES,8088,2021,4,2.91575876060378,-0.5663999999999999,9.410085245135114,14.9,5.833333333333333
ES,8089,2022,1,3.06044108799909,-0.529,11.363169115659243,13.0,7.866666666666667
ES,8090,2022,2,3.06044108799909,-0.3576,11.363169115659243,13.0,8.933333333333334
ES,8091,2022,3,3.06044108799909,0.4807333333333333,11.363169115659243,13.0,10.066666666666666
ES,8092,2022,4,3.06044108799909,1.7721333333333331,11.363169115659243,13.0,6.5
ES,8093,2023,1,3.06094054703675,2.631933333333333,8.859748390646448,12.2,5.0
ES,8094,2023,2,3.06094054703675,3.3564333333333334,8.859748390646448,12.2,2.766666666666667
ES,8095,2023,3,3.06094054703675,3.777366666666667,8.859748390646448,12.2,2.6
ES,8096,2023,4,3.06094054703675,3.957433333333333,8.859748390646448,12.2,3.3666666666666667
ES,8097,2024,1,3.06094054703675,3.9236333333333335,6.447557387326808,11.4,3.233333333333333
ES,8098,2024,2,3.06094054703675,3.8082,6.447557387326808,11.4,3.6
ES,8099,2024,3,3.06094054703675,3.5553666666666666,6.447557387326808,11.4,2.333333333333333
ES,8100,2024,4,3.06094054703675,2.9965,6.447557387326808,11.4,2.333333333333333
FI,8029,2007,1,0.226516077373678,3.8203333333333336,8.213535731020883,7.0,1.3666666666666665
FI,8030,2007,2,0.226516077373678,4.0648333333333335,8.213535731020883,7.0,1.4
FI,8031,2007,3,0.226516077373678,4.5005,8.213535731020883,7.0,1.5333333333333332
FI,8032,2007,4,0.226516077373678,4.724766666666667,8.213535731020883,7.0,1.9666666666666668
FI,8033,2008,1,0.409453887918507,4.48,3.845845428447703,6.5,3.4333333333333336
FI,8034,2008,2,0.409453887918507,4.8604666666666665,3.845845428447703,6.5,3.9
FI,8035,2008,3,0.409453887918507,4.9818,3.845845428447703,6.5,4.533333333333333
FI,8036,2008,4,0.409453887918507,4.214666666666667,3.845845428447703,6.5,3.766666666666667
FI,8037,2009,1,0.56999382899243,2.0117,-6.444173320360558,8.3,2.4
FI,8038,2009,2,0.56999382899243,1.310633333333333,-6.444173320360558,8.3,1.7333333333333334
FI,8039,2009,3,0.56999382899243,0.8692000000000001,-6.444173320360558,8.3,1.2
FI,8040,2009,4,0.56999382899243,0.7219000000000001,-6.444173320360558,8.3,1.2333333333333334
FI,8041,2010,1,0.505748742041625,0.6621666666666667,3.528214157977283,8.6,1.4666666666666668
FI,8042,2010,2,0.505748742041625,0.6862666666666667,3.528214157977283,8.6,1.4333333333333331
FI,8043,2010,3,0.505748742041625,0.8749333333333333,3.528214157977283,8.6,1.3333333333333333
FI,8044,2010,4,0.505748742041625,1.0204666666666666,3.528214157977283,8.6,2.533333333333333
FI,8045,2011,1,0.456371196024312,1.0931333333333333,5.053495405188491,8.0,3.3666666666666667
FI,8046,2011,2,0.456371196024312,1.4116333333333333,5.053495405188491,8.0,3.4
FI,8047,2011,3,0.456371196024312,1.5620666666666665,5.053495405188491,8.0,3.5666666666666664
FI,8048,2011,4,0.456371196024312,1.4955666666666667,5.053495405188491,8.0,3.0
FI,8049,2012,1,0.445132847109479,1.043,1.3776529812046243,7.9,2.966666666666667
FI,8050,2012,2,0.445132847109479,0.6960333333333333,1.3776529812046243,7.9,3.0
FI,8051,2012,3,0.445132847109479,0.3585666666666666,1.3776529812046243,7.9,3.266666666666667
FI,8052,2012,4,0.445132847109479,0.1951333333333333,1.3776529812046243,7.9,3.3666666666666667
FI,8053,2013,1,0.440752731540527,0.2114666666666666,1.556558105181205,8.3,2.5
FI,8054,2013,2,0.440752731540527,0.2067999999999999,1.556558105181205,8.3,2.4
FI,8055,2013,3,0.440752731540527,0.2235,1.556558105181205,8.3,2.1333333333333333
FI,8056,2013,4,0.440752731540527,0.2409,1.556558105181205,8.3,1.8
FI,8057,2014,1,0.847591074961831,0.2951333333333333,1.1587394408762774,8.7,1.6
FI,8058,2014,2,0.847591074961831,0.2985666666666666,1.1587394408762774,8.7,1.1333333333333335
FI,8059,2014,3,0.847591074961831,0.1645666666666666,1.1587394408762774,8.7,1.2333333333333334
FI,8060,2014,4,0.847591074961831,0.0814666666666666,1.1587394408762774,8.7,0.9666666666666668
FI,8061,2015,1,0.93246083066103,0.0460333333333333,2.106822763595728,9.4,-0.0666666666666666
FI,8062,2015,2,0.93246083066103,-0.0065333333333333,2.106822763595728,9.4,0.0333333333333333
FI,8063,2015,3,0.93246083066103,-0.0278,2.106822763595728,9.4,-0.3333333333333333
FI,8064,2015,4,0.93246083066103,-0.0891666666666666,2.106822763595728,9.4,-0.2333333333333333
FI,8065,2016,1,1.04758761475179,-0.1860666666666666,2.6285491360280133,8.9,-0.0333333333333333
FI,8066,2016,2,1.04758761475179,-0.2581,2.6285491360280133,8.9,0.3
FI,8067,2016,3,1.04758761475179,-0.2981,2.6285491360280133,8.9,0.5
FI,8068,2016,4,1.04758761475179,-0.3125,2.6285491360280133,8.9,0.7666666666666666
FI,8069,2017,1,0.72626236804278,-0.3278,4.167033659841368,8.7,1.0666666666666669
FI,8070,2017,2,0.72626236804278,-0.3299666666666667,4.167033659841368,8.7,0.9333333333333332
FI,8071,2017,3,0.72626236804278,-0.3296333333333334,4.167033659841368,8.7,0.7333333333333334
FI,8072,2017,4,0.72626236804278,-0.3288,4.167033659841368,8.7,0.6333333333333333
FI,8073,2018,1,0.950566178824407,-0.3283,3.2037417781456634,7.5,0.7666666666666666
FI,8074,2018,2,0.950566178824407,-0.3252333333333333,3.2037417781456634,7.5,1.0
FI,8075,2018,3,0.950566178824407,-0.3194999999999999,3.2037417781456634,7.5,1.3999999999999997
FI,8076,2018,4,0.950566178824407,-0.3153333333333333,3.2037417781456634,7.5,1.4666666666666668
FI,8077,2019,1,1.5073192904517,-0.3085333333333333,2.851598714991055,6.8,1.2
FI,8078,2019,2,1.5073192904517,-0.3171,2.851598714991055,6.8,1.3
FI,8079,2019,3,1.5073192904517,-0.3967333333333333,2.851598714991055,6.8,1.0666666666666669
FI,8080,2019,4,1.5073192904517,-0.4029666666666666,2.851598714991055,6.8,0.9333333333333336
FI,8081,2020,1,1.45017555342117,-0.4055333333333333,-0.8934336192656267,7.7,1.0666666666666669
FI,8082,2020,2,1.45017555342117,-0.3007,-0.8934336192656267,7.7,-0.0999999999999999
FI,8083,2020,3,1.45017555342117,-0.4717333333333333,-0.8934336192656267,7.7,0.4333333333333333
FI,8084,2020,4,1.45017555342117,-0.5227,-0.8934336192656267,7.7,0.2
FI,8085,2021,1,1.47082760274416,-0.5424666666666668,5.235905527799756,7.7,1.1
FI,8086,2021,2,1.47082760274416,-0.5404,5.235905527799756,7.7,2.1333333333333333
FI,8087,2021,3,1.47082760274416,-0.5458,5.235905527799756,7.7,1.9
FI,8088,2021,4,1.47082760274416,-0.5663999999999999,5.235905527799756,7.7,3.1666666666666665
FI,8089,2022,1,1.35188387148659,-0.529,6.982923574150601,6.8,4.766666666666667
FI,8090,2022,2,1.35188387148659,-0.3576,6.982923574150601,6.8,7.0
FI,8091,2022,3,1.35188387148659,0.4807333333333333,6.982923574150601,6.8,8.1
FI,8092,2022,4,1.35188387148659,1.7721333333333331,6.982923574150601,6.8,8.766666666666667
FI,8093,2023,1,1.28844729523889,2.631933333333333,2.522404043060855,7.2,7.533333333333334
FI,8094,2023,2,1.28844729523889,3.3564333333333334,2.522404043060855,7.2,5.133333333333333
FI,8095,2023,3,1.28844729523889,3.777366666666667,2.522404043060855,7.2,3.4333333333333336
FI,8096,2023,4,1.28844729523889,3.957433333333333,2.522404043060855,7.2,1.4666666666666668
FI,8097,2024,1,1.28844729523889,3.9236333333333335,1.1416612912684032,8.4,0.9333333333333336
FI,8098,2024,2,1.28844729523889,3.8082,1.1416612912684032,8.4,0.5
FI,8099,2024,3,1.28844729523889,3.5553666666666666,1.1416612912684032,8.4,0.8666666666666667
FI,8100,2024,4,1.28844729523889,2.9965,1.1416612912684032,8.4,1.6
FR,8033,2008,1,3.24235571721792,4.48,2.6897176047820937,7.4,3.3000000000000003
FR,8034,2008,2,3.24235571721792,4.8604666666666665,2.6897176047820937,7.4,3.7
FR,8035,2008,3,3.24235571721792,4.9818,2.6897176047820937,7.4,3.633333333333333
FR,8036,2008,4,3.24235571721792,4.214666666666667,2.6897176047820937,7.4,2.033333333333333
FR,8037,2009,1,4.58399416878334,2.0117,-2.7215833248618093,9.1,0.7333333333333334
FR,8038,2009,2,4.58399416878334,1.310633333333333,-2.7215833248618093,9.1,-0.2666666666666666
FR,8039,2009,3,4.58399416878334,0.8692000000000001,-2.7215833248618093,9.1,-0.4666666666666667
FR,8040,2009,4,4.58399416878334,0.7219000000000001,-2.7215833248618093,9.1,0.4333333333333333
FR,8041,2010,1,4.3272048253125,0.6621666666666667,3.1115636507600186,9.3,1.4333333333333331
FR,8042,2010,2,4.3272048253125,0.6862666666666667,3.1115636507600186,9.3,1.8333333333333333
FR,8043,2010,3,4.3272048253125,0.8749333333333333,3.1115636507600186,9.3,1.7666666666666666
FR,8044,2010,4,4.3272048253125,1.0204666666666666,3.1115636507600186,9.3,1.8666666666666665
FR,8045,2011,1,4.89276263549823,1.0931333333333333,3.309810337296426,9.2,2.0
FR,8046,2011,2,4.89276263549823,1.4116333333333333,3.309810337296426,9.2,2.2333333333333334
FR,8047,2011,3,4.89276263549823,1.5620666666666665,3.309810337296426,9.2,2.3000000000000003
FR,8048,2011,4,4.89276263549823,1.4955666666666667,3.309810337296426,9.2,2.6333333333333333
FR,8049,2012,1,4.29452327369679,1.043,1.2678713496562466,9.8,2.566666666666667
FR,8050,2012,2,4.29452327369679,0.6960333333333333,1.2678713496562466,9.8,2.333333333333333
FR,8051,2012,3,4.29452327369679,0.3585666666666666,1.2678713496562466,9.8,2.266666666666667
FR,8052,2012,4,4.29452327369679,0.1951333333333333,1.2678713496562466,9.8,1.7333333333333334
FR,8053,2013,1,4.49543407979547,0.2114666666666666,1.5354788209875458,10.3,1.2333333333333334
FR,8054,2013,2,4.49543407979547,0.2067999999999999,1.5354788209875458,10.3,0.9
FR,8055,2013,3,4.49543407979547,0.2235,1.5354788209875458,10.3,1.0666666666666669
FR,8056,2013,4,4.49543407979547,0.2409,1.5354788209875458,10.3,0.7666666666666666
FR,8057,2014,1,3.72567893768622,0.2951333333333333,1.574323582797743,10.3,0.9
FR,8058,2014,2,3.72567893768622,0.2985666666666666,1.574323582797743,10.3,0.7333333333333334
FR,8059,2014,3,3.72567893768622,0.1645666666666666,1.574323582797743,10.3,0.5
FR,8060,2014,4,3.72567893768622,0.0814666666666666,1.574323582797743,10.3,0.3333333333333333
FR,8061,2015,1,3.52308121172511,0.0460333333333333,2.2132965314968667,10.3,-0.2333333333333333
FR,8062,2015,2,3.52308121172511,-0.0065333333333333,2.2132965314968667,10.3,0.2333333333333333
FR,8063,2015,3,3.52308121172511,-0.0278,2.2132965314968667,10.3,0.1333333333333333
FR,8064,2015,4,3.52308121172511,-0.0891666666666666,2.2132965314968667,10.3,0.1999999999999999
FR,8065,2016,1,3.49852745916487,-0.1860666666666666,1.3817378891702423,10.1,0.0333333333333333
FR,8066,2016,2,3.49852745916487,-0.2581,1.3817378891702423,10.1,0.0999999999999999
FR,8067,2016,3,3.49852745916487,-0.2981,1.3817378891702423,10.1,0.4333333333333333
FR,8068,2016,4,3.49852745916487,-0.3125,1.3817378891702423,10.1,0.6666666666666666
FR,8069,2017,1,2.85084082112563,-0.3278,2.682175151105426,9.4,1.4666666666666668
FR,8070,2017,2,2.85084082112563,-0.3299666666666667,2.682175151105426,9.4,1.0333333333333334
FR,8071,2017,3,2.85084082112563,-0.3296333333333334,2.682175151105426,9.4,0.9666666666666668
FR,8072,2017,4,2.85084082112563,-0.3288,2.682175151105426,9.4,1.2
FR,8073,2018,1,2.74917800998469,-0.3283,2.7788472258676533,9.0,1.5
FR,8074,2018,2,2.74917800998469,-0.3252333333333333,2.7788472258676533,9.0,2.1333333333333333
FR,8075,2018,3,2.74917800998469,-0.3194999999999999,2.7788472258676533,9.0,2.566666666666667
FR,8076,2018,4,2.74917800998469,-0.3153333333333333,2.7788472258676533,9.0,2.2
FR,8077,2019,1,2.51442386618475,-0.3085333333333333,3.262512255012262,8.4,1.4333333333333331
FR,8078,2019,2,2.51442386618475,-0.3171,3.262512255012262,8.4,1.3333333333333333
FR,8079,2019,3,2.51442386618475,-0.3967333333333333,3.262512255012262,8.4,1.2333333333333334
FR,8080,2019,4,2.51442386618475,-0.4029666666666666,3.262512255012262,8.4,1.2333333333333334
FR,8081,2020,1,2.38440087259746,-0.4055333333333333,-4.684248066406182,8.0,1.3666666666666665
FR,8082,2020,2,2.38440087259746,-0.3007,-4.684248066406182,8.0,0.3333333333333333
FR,8083,2020,3,2.38440087259746,-0.4717333333333333,-4.684248066406182,8.0,0.3666666666666667
FR,8084,2020,4,2.38440087259746,-0.5227,-4.684248066406182,8.0,0.1
FR,8085,2021,1,2.1692050101449,-0.5424666666666668,8.188243488847435,7.9,1.0
FR,8086,2021,2,2.1692050101449,-0.5404,8.188243488847435,7.9,1.7666666666666666
FR,8087,2021,3,2.1692050101449,-0.5458,8.188243488847435,7.9,2.2
FR,8088,2021,4,2.1692050101449,-0.5663999999999999,8.188243488847435,7.9,3.333333333333333
FR,8089,2022,1,2.0781054407903,-0.529,5.81694375065962,7.3,4.2
FR,8090,2022,2,2.0781054407903,-0.3576,5.81694375065962,7.3,5.9
FR,8091,2022,3,2.0781054407903,0.4807333333333333,5.81694375065962,7.3,6.533333333333334
FR,8092,2022,4,2.0781054407903,1.7721333333333331,5.81694375065962,7.3,6.966666666666666
FR,8093,2023,1,2.06122418440949,2.631933333333333,6.501299247791215,7.3,7.0
FR,8094,2023,2,2.06122418440949,3.3564333333333334,6.501299247791215,7.3,6.066666666666666
FR,8095,2023,3,2.06122418440949,3.777366666666667,6.501299247791215,7.3,5.5
FR,8096,2023,4,2.06122418440949,3.957433333333333,6.501299247791215,7.3,4.166666666666667
FR,8097,2024,1,2.06122418440949,3.9236333333333335,3.3029198403773607,7.4,3.0
FR,8098,2024,2,2.06122418440949,3.8082,3.3029198403773607,7.4,2.5
FR,8099,2024,3,2.06122418440949,3.5553666666666666,3.3029198403773607,7.4,2.1
FR,8100,2024,4,2.06122418440949,2.9965,3.3029198403773607,7.4,1.7
GR,8033,2008,1,2.47019680774369,4.48,4.1226953076325845,8.0,4.3
GR,8034,2008,2,2.47019680774369,4.8604666666666665,4.1226953076325845,8.0,4.733333333333333
GR,8035,2008,3,2.47019680774369,4.9818,4.1226953076325845,8.0,4.8
GR,8036,2008,4,2.47019680774369,4.214666666666667,4.1226953076325845,8.0,3.0666666666666664
GR,8037,2009,1,3.7737094478324,2.0117,-1.8484020384073816,9.8,1.7666666666666666
GR,8038,2009,2,3.7737094478324,1.310633333333333,-1.8484020384073816,9.8,0.8333333333333334
GR,8039,2009,3,3.7737094478324,0.8692000000000001,-1.8484020384073816,9.8,0.7999999999999999
GR,8040,2009,4,3.7737094478324,0.7219000000000001,-1.8484020384073816,9.8,1.9333333333333336
GR,8041,2010,1,5.62295516381546,0.6621666666666667,-4.580061650900868,12.9,3.033333333333333
GR,8042,2010,2,5.62295516381546,0.6862666666666667,-4.580061650900868,12.9,5.1000000000000005
GR,8043,2010,3,5.62295516381546,0.8749333333333333,-4.580061650900868,12.9,5.6000000000000005
GR,8044,2010,4,5.62295516381546,1.0204666666666666,-4.580061650900868,12.9,5.066666666666666
GR,8045,2011,1,9.19946087632775,1.0931333333333333,-8.996581205220311,18.1,4.433333333333334
GR,8046,2011,2,9.19946087632775,1.4116333333333333,-8.996581205220311,18.1,3.3000000000000003
GR,8047,2011,3,9.19946087632775,1.5620666666666665,-8.996581205220311,18.1,2.1333333333333333
GR,8048,2011,4,9.19946087632775,1.4955666666666667,-8.996581205220311,18.1,2.6333333333333333
GR,8049,2012,1,15.7182240298714,1.043,-8.63783308209033,24.8,1.7
GR,8050,2012,2,15.7182240298714,0.6960333333333333,-8.63783308209033,24.8,1.1333333333333333
GR,8051,2012,3,15.7182240298714,0.3585666666666666,-8.63783308209033,24.8,0.7666666666666666
GR,8052,2012,4,15.7182240298714,0.1951333333333333,-8.63783308209033,24.8,0.5333333333333333
GR,8053,2013,1,27.8147390613922,0.2114666666666666,-4.187894124965386,27.8,-0.0333333333333333
GR,8054,2013,2,27.8147390613922,0.2067999999999999,-4.187894124965386,27.8,-0.3666666666666667
GR,8055,2013,3,27.8147390613922,0.2235,-4.187894124965386,27.8,-0.8333333333333334
GR,8056,2013,4,27.8147390613922,0.2409,-4.187894124965386,27.8,-2.2
GR,8057,2014,1,29.9945374662288,0.2951333333333333,-1.1464910936204276,26.6,-1.2666666666666666
GR,8058,2014,2,29.9945374662288,0.2985666666666666,-1.1464910936204276,26.6,-1.7333333333333334
GR,8059,2014,3,29.9945374662288,0.1645666666666666,-1.1464910936204276,26.6,-0.7000000000000001
GR,8060,2014,4,29.9945374662288,0.0814666666666666,-1.1464910936204276,26.6,-1.8333333333333333
GR,8061,2015,1,35.7068688820245,0.0460333333333333,-0.4026538258474432,25.0,-2.2
GR,8062,2015,2,35.7068688820245,-0.0065333333333333,-0.4026538258474432,25.0,-1.4333333333333331
GR,8063,2015,3,35.7068688820245,-0.0278,-0.4026538258474432,25.0,-0.8333333333333334
GR,8064,2015,4,35.7068688820245,-0.0891666666666666,-0.4026538258474432,25.0,0.0666666666666666
GR,8065,2016,1,37.3561319650912,-0.1860666666666666,-0.5216041159908036,23.9,-0.2333333333333333
GR,8066,2016,2,37.3561319650912,-0.2581,-0.5216041159908036,23.9,-0.1333333333333333
GR,8067,2016,3,37.3561319650912,-0.2981,-0.5216041159908036,23.9,0.1666666666666666
GR,8068,2016,4,37.3561319650912,-0.3125,-0.5216041159908036,23.9,0.2333333333333333
GR,8069,2017,1,45.9667979665881,-0.3278,1.6797423739244532,21.8,1.5333333333333332
GR,8070,2017,2,45.9667979665881,-0.3299666666666667,1.6797423739244532,21.8,1.3333333333333333
GR,8071,2017,3,45.9667979665881,-0.3296333333333334,1.6797423739244532,21.8,0.8333333333333334
GR,8072,2017,4,45.9667979665881,-0.3288,1.6797423739244532,21.8,0.8666666666666667
GR,8073,2018,1,43.3731858901074,-0.3283,1.825024301146838,19.7,0.2666666666666666
GR,8074,2018,2,43.3731858901074,-0.3252333333333333,1.825024301146838,19.7,0.7666666666666666
GR,8075,2018,3,43.3731858901074,-0.3194999999999999,1.825024301146838,19.7,0.9333333333333336
GR,8076,2018,4,43.3731858901074,-0.3153333333333333,1.825024301146838,19.7,1.1666666666666667
GR,8077,2019,1,38.0724169271524,-0.3085333333333333,2.527770847776978,17.9,0.7666666666666666
GR,8078,2019,2,38.0724169271524,-0.3171,2.527770847776978,17.9,0.6333333333333334
GR,8079,2019,3,38.0724169271524,-0.3967333333333333,2.527770847776978,17.9,0.2333333333333333
GR,8080,2019,4,38.0724169271524,-0.4029666666666666,2.527770847776978,17.9,0.4333333333333333
GR,8081,2020,1,30.8146791725642,-0.4055333333333333,-9.526717100509286,17.6,0.5666666666666668
GR,8082,2020,2,30.8146791725642,-0.3007,-9.526717100509286,17.6,-1.1666666666666667
GR,8083,2020,3,30.8146791725642,-0.4717333333333333,-9.526717100509286,17.6,-2.233333333333333
GR,8084,2020,4,30.8146791725642,-0.5227,-9.526717100509286,17.6,-2.1666666666666665
GR,8085,2021,1,11.881332954805,-0.5424666666666668,10.167786084143016,14.7,-2.1
GR,8086,2021,2,11.881332954805,-0.5404,10.167786084143016,14.7,-0.5666666666666668
GR,8087,2021,3,11.881332954805,-0.5458,10.167786084143016,14.7,1.2666666666666666
GR,8088,2021,4,11.881332954805,-0.5663999999999999,10.167786084143016,14.7,3.733333333333333
GR,8089,2022,1,8.17432019475188,-0.529,12.1544797772261,12.5,6.6000000000000005
GR,8090,2022,2,8.17432019475188,-0.3576,12.1544797772261,12.5,10.4
GR,8091,2022,3,8.17432019475188,0.4807333333333333,12.1544797772261,12.5,11.533333333333331
GR,8092,2022,4,8.17432019475188,1.7721333333333331,12.1544797772261,12.5,8.633333333333333
GR,8093,2023,1,5.95812847046636,2.631933333333333,8.539536461904529,11.1,6.4
GR,8094,2023,2,5.95812847046636,3.3564333333333334,8.539536461904529,11.1,3.8
GR,8095,2023,3,5.95812847046636,3.777366666666667,8.539536461904529,11.1,3.1333333333333333
GR,8096,2023,4,5.95812847046636,3.957433333333333,8.539536461904529,11.1,3.466666666666667
GR,8097,2024,1,5.95812847046636,3.9236333333333335,5.3629051783500525,10.1,3.233333333333333
GR,8098,2024,2,5.95812847046636,3.8082,5.3629051783500525,10.1,2.7
GR,8099,2024,3,5.95812847046636,3.5553666666666666,5.3629051783500525,10.1,3.1
GR,8100,2024,4,5.95812847046636,2.9965,5.3629051783500525,10.1,3.0
IE,8021,2005,1,0.480366744116291,2.140333333333333,8.989392355494786,4.6,2.0
IE,8022,2005,2,0.480366744116291,2.1246,8.989392355494786,4.6,2.066666666666667
IE,8023,2005,3,0.480366744116291,2.130333333333333,8.989392355494786,4.6,2.3666666666666667
IE,8024,2005,4,0.480366744116291,2.3434666666666666,8.989392355494786,4.6,2.266666666666667
IE,8025,2006,1,0.534720753421795,2.6115666666666666,8.578326040708784,4.8,2.6
IE,8026,2006,2,0.534720753421795,2.8895,8.578326040708784,4.8,2.9
IE,8027,2006,3,0.534720753421795,3.2213666666666665,8.578326040708784,4.8,2.766666666666667
IE,8028,2006,4,0.534720753421795,3.594466666666667,8.578326040708784,4.8,2.533333333333333
IE,8029,2007,1,0.629176742433281,3.8203333333333336,6.572251306861965,5.0,2.9
IE,8030,2007,2,0.629176742433281,4.0648333333333335,6.572251306861965,5.0,2.8000000000000003
IE,8031,2007,3,0.629176742433281,4.5005,6.572251306861965,5.0,2.6666666666666665
IE,8032,2007,4,0.629176742433281,4.724766666666667,6.572251306861965,5.0,3.233333333333333
IE,8033,2008,1,1.92252115115214,4.48,-4.965976452965293,6.8,3.4333333333333336
IE,8034,2008,2,1.92252115115214,4.8604666666666665,-4.965976452965293,6.8,3.6666666666666665
IE,8035,2008,3,1.92252115115214,4.9818,-4.965976452965293,6.8,3.3000000000000003
IE,8036,2008,4,1.92252115115214,4.214666666666667,-4.965976452965293,6.8,2.066666666666667
IE,8037,2009,1,9.7963666080107,2.0117,-9.484721996627789,12.6,0.1666666666666666
IE,8038,2009,2,9.7963666080107,1.310633333333333,-9.484721996627789,12.6,-1.5333333333333332
IE,8039,2009,3,9.7963666080107,0.8692000000000001,-9.484721996627789,12.6,-2.6
IE,8040,2009,4,9.7963666080107,0.7219000000000001,-9.484721996627789,12.6,-2.766666666666667
IE,8041,2010,1,12.4666710113595,0.6621666666666667,-1.3359213509744672,14.6,-2.433333333333333
IE,8042,2010,2,12.4666710113595,0.6862666666666667,-1.3359213509744672,14.6,-2.1
IE,8043,2010,3,12.4666710113595,0.8749333333333333,-1.3359213509744672,14.6,-1.1666666666666667
IE,8044,2010,4,12.4666710113595,1.0204666666666666,-1.3359213509744672,14.6,-0.6
IE,8045,2011,1,16.1214680824703,1.0931333333333333,3.506829628951147,15.4,0.8000000000000002
IE,8046,2011,2,16.1214680824703,1.4116333333333333,3.506829628951147,15.4,1.2666666666666666
IE,8047,2011,3,16.1214680824703,1.5620666666666665,3.506829628951147,15.4,1.1333333333333333
IE,8048,2011,4,16.1214680824703,1.4955666666666667,3.506829628951147,15.4,1.6333333333333335
IE,8049,2012,1,21.3116231755291,1.043,2.022580699756893,15.5,1.6333333333333335
IE,8050,2012,2,21.3116231755291,0.6960333333333333,2.022580699756893,15.5,1.8
IE,8051,2012,3,21.3116231755291,0.3585666666666666,2.022580699756893,15.5,2.3666666666666667
